State,Intercept,Slope,Beta,Alpha
Normal,0.5091128055894757,-6.621487228912358,0.5091128055894757,-13.005933373146402
Activity,0.47141871609516023,-2.1252240017359405,0.47141871609516023,-4.508145156686873
Alcohol,0.19208863316763453,-4.441198093921907,0.19208863316763453,-23.120566900208516
Sick,1.1302548565399029,-16.971056042643564,1.1302548565399029,-15.015247175842958
